src,ppc,mos,std,ci
p05,p05_gpcc-octree-predlift_r05,4.0,0.7302967433402214,0.1886556533644962
p05,p05_gpcc-octree-predlift_r06,4.17741935483871,0.7730165784723717,0.1963094533251545
p05,p05_gpcc-octree-raht_r02,1.459016393442623,0.7371582674071188,0.1887949985284396
p05,p05_gpcc-octree-raht_r03,2.5245901639344264,0.7810576557096127,0.2000381539218138
p05,p05_gpcc-octree-raht_r04,3.354838709677419,0.8816548624978351,0.2238984116232641
p05,p05_gpcc-octree-raht_r05,3.9508196721311473,0.7558781562884265,0.1935893846868291
p05,p05_gpcc-octree-raht_r06,4.17741935483871,0.7936073935575837,0.2015385412457337
p05,p05_vpcc_r00,2.095238095238096,1.0345505229714484,0.2605481750891507
p05,p05_vpcc_r01,2.6779661016949152,0.8914029689698106,0.2323008787967446
p05,p05_vpcc_r02,2.949152542372881,0.9464246514110994,0.2466396073279703
p05,p05_vpcc_r03,3.344262295081968,0.9032772009151416,0.2313400328770434
p05,p05_vpcc_r04,3.4838709677419355,0.7775465027867061,0.1974598386991767
p05,p05_vpcc_r05,3.6833333333333336,0.8463975950396411,0.2186476836361204
p07,p07_geocnn_r01,2.7758620689655173,1.0834667133355154,0.2848830497242342
p07,p07_geocnn_r02,3.2241379310344827,0.9833633952827032,0.2585622240049035
p07,p07_geocnn_r03,4.084745762711864,0.8884977913275359,0.2315437853801262
p07,p07_geocnn_r04,4.033333333333333,0.948097510221859,0.244919557529548
p07,p07_gpcc-octree-predlift_r02,1.4827586206896552,0.7710579232757896,0.202739345836109
p07,p07_gpcc-octree-predlift_r03,2.65,1.029967637032025,0.2660688539015443
p07,p07_gpcc-octree-predlift_r04,3.639344262295082,1.0086963975682073,0.2583391427791684
p07,p07_gpcc-octree-predlift_r05,4.233333333333333,0.7608474807008886,0.1965477456819047
p07,p07_gpcc-octree-predlift_r06,4.533333333333333,0.6699917080747257,0.1730772108574878
p07,p07_gpcc-octree-raht_r02,1.4126984126984126,0.8662072158503019,0.2181514622317568
p07,p07_gpcc-octree-raht_r03,2.362068965517241,0.8448275862068965,0.2221360899116556
p07,p07_gpcc-octree-raht_r04,3.1724137931034484,0.8932299204819739,0.2348628349351419
p07,p07_gpcc-octree-raht_r05,4.283333333333333,0.7323857514239941,0.1891953013754202
p07,p07_gpcc-octree-raht_r06,4.409836065573771,0.7327703815943277,0.1876712087912877
p07,p07_vpcc_r00,1.75,0.8874119674649424,0.2292428195145031
p07,p07_vpcc_r01,2.1206896551724137,0.8920643669156229,0.2345563682476912
p07,p07_vpcc_r02,2.783333333333333,0.8961336705846711,0.2314958743384612
p07,p07_vpcc_r03,2.950819672131148,0.9130426436488076,0.2338410788912419
p07,p07_vpcc_r04,3.39344262295082,0.7305665559067934,0.1871067828249365
p07,p07_vpcc_r05,3.7704918032786887,0.8757842878159396,0.2242987708881309
p12,p12_geocnn_r01,4.033898305084746,0.7803975886929723,0.2033727191572519
p12,p12_geocnn_r02,4.491525423728813,0.6209036977631931,0.1618083848264846
p12,p12_geocnn_r03,4.666666666666667,0.507257273501788,0.1345934713187785
p12,p12_geocnn_r04,4.6,0.5228129047119374,0.1350568943724173
p12,p12_gpcc-octree-predlift_r02,1.3166666666666669,0.846397595039641,0.2186476836361204
p12,p12_gpcc-octree-predlift_r03,2.622950819672131,0.8524590163934428,0.2183248914939876
p12,p12_gpcc-octree-predlift_r04,4.360655737704918,0.678300356248433,0.1737207875456655
p12,p12_gpcc-octree-predlift_r05,4.403225806451613,0.6589257488972743,0.1673358077306943
p12,p12_gpcc-octree-predlift_r06,4.5423728813559325,0.6967730437659136,0.1815800440689199
p12,p12_gpcc-octree-raht_r02,1.1833333333333331,0.645282022753531,0.1666940222821426
p12,p12_gpcc-octree-raht_r03,2.440677966101695,0.92555409772719,0.2412007114183573
p12,p12_gpcc-octree-raht_r04,4.116666666666667,0.7547994582816167,0.1949853758213296
p12,p12_gpcc-octree-raht_r05,4.311475409836065,0.7583628528669099,0.1942257450284534
p12,p12_gpcc-octree-raht_r06,4.65,0.6278269400612451,0.1621848962866151
p12,p12_vpcc_r00,1.65,0.8529361054615989,0.2203367599834188
p12,p12_vpcc_r01,2.5762711864406778,0.9057890993821957,0.2360499247990748
p12,p12_vpcc_r02,3.540983606557377,0.9679075028934764,0.247892621793683
p12,p12_vpcc_r03,4.229508196721311,0.6111918649936806,0.1565335048848451
p12,p12_vpcc_r04,4.661016949152542,0.5402500830681093,0.1407899383729632
p12,p12_vpcc_r05,4.586206896551724,0.6956634828217932,0.182915388289076
p19,p19_geocnn_r01,4.491803278688525,0.6433251432901175,0.1647632195837366
p19,p19_geocnn_r02,4.75,0.4699290726623895,0.1213955519404439
p19,p19_geocnn_r03,4.762711864406779,0.531674140385021,0.1385550355387329
p19,p19_geocnn_r04,4.770491803278689,0.4923494235305309,0.1260965423583704
p19,p19_gpcc-octree-predlift_r02,1.7000000000000002,0.9000000000000006,0.2324946531343726
p19,p19_gpcc-octree-predlift_r03,3.2459016393442623,0.9522318512431214,0.2438779009920419
p19,p19_gpcc-octree-predlift_r04,4.683333333333334,0.5624845676895404,0.1453051716204634
p19,p19_gpcc-octree-predlift_r05,4.783333333333333,0.4119735698102756,0.1064240580150768
p19,p19_gpcc-octree-predlift_r06,4.737704918032787,0.5089893343036073,0.1303582213882568
p19,p19_gpcc-octree-raht_r02,1.542372881355932,0.8501651663718276,0.2215542489148302
p19,p19_gpcc-octree-raht_r03,2.847457627118644,0.9171355429470296,0.2390068240949957
p19,p19_gpcc-octree-raht_r04,4.3,0.8426149773176361,0.2176705298636565
p19,p19_gpcc-octree-raht_r05,4.666666666666667,0.6236095644623233,0.1610954326454943
p19,p19_gpcc-octree-raht_r06,4.786885245901639,0.4477541076638577,0.1146751516398776
p19,p19_vpcc_r00,1.7999999999999998,0.8326663997864531,0.2151005397722201
p19,p19_vpcc_r01,2.5254237288135597,1.0791699918462103,0.2812332314381608
p19,p19_vpcc_r02,3.8135593220338975,0.9824662200806396,0.2560320912736133
p19,p19_vpcc_r03,4.551724137931035,0.6206896551724139,0.1632020252412164
p19,p19_vpcc_r04,4.8,0.4396968652757638,0.1135857446406217
p19,p19_vpcc_r05,4.706896551724138,0.6697560206743111,0.1761033683752678
p29,p29_geocnn_r01,2.442622950819672,1.0792315141398552,0.2764040249328851
p29,p29_geocnn_r02,3.193548387096774,1.044782886496881,0.2653251728404038
p29,p29_geocnn_r03,3.385964912280702,0.9688913172971284,0.2570814703659148
p29,p29_geocnn_r04,3.6833333333333336,0.939710357267363,0.2427529261773919
p29,p29_gpcc-octree-predlift_r02,1.75,0.7664854858377946,0.1980041968470989
p29,p29_gpcc-octree-predlift_r03,3.11864406779661,0.9757178281101188,0.2542734507487465
p29,p29_gpcc-octree-predlift_r04,4.426229508196721,0.639134055397309,0.1636898321342022
p29,p29_gpcc-octree-predlift_r05,4.440677966101695,0.8082453571231436,0.2106298871318362
p29,p29_gpcc-octree-predlift_r06,4.508474576271187,0.7218826928490457,0.1881236542557142
p29,p29_gpcc-octree-raht_r02,1.7413793103448274,0.9388243717284128,0.2468512847524887
p29,p29_gpcc-octree-raht_r03,3.135593220338983,0.9105339673602232,0.2372864441280874
p29,p29_gpcc-octree-raht_r04,4.305084745762712,0.764780621876507,0.1993029154412096
p29,p29_gpcc-octree-raht_r05,4.305084745762712,0.8685510491741666,0.2263456360664495
p29,p29_gpcc-octree-raht_r06,4.389830508474576,0.6111103856718626,0.1592562337967701
p29,p29_vpcc_r00,3.0327868852459017,1.0076301220084791,0.2580660569282318
p29,p29_vpcc_r01,3.4745762711864407,0.7888187307267863,0.2055672807225876
p29,p29_vpcc_r02,3.810344827586207,0.6553992347844215,0.1723284439606928
p29,p29_vpcc_r03,4.12280701754386,0.8598281231468667,0.2281431097733467
p29,p29_vpcc_r04,4.083333333333333,0.7808471183414984,0.2017141999219788
p29,p29_vpcc_r05,4.213114754098361,0.7916522273868617,0.2027515497184196
p30,p30_geocnn_r01,2.716666666666667,0.8384840818736843,0.216603406415461
p30,p30_geocnn_r02,3.5517241379310347,0.6990736183694239,0.1838120377226255
p30,p30_geocnn_r03,3.827586206896552,0.9310344827586208,0.2448030378618246
p30,p30_geocnn_r04,4.237288135593221,0.830335506028196,0.2163866112869342
p30,p30_gpcc-octree-predlift_r02,1.7704918032786887,0.8757842878159395,0.2242987708881309
p30,p30_gpcc-octree-predlift_r03,3.0508474576271185,0.9815886261403568,0.2558033890472902
p30,p30_gpcc-octree-predlift_r04,4.066666666666666,0.7717224601860153,0.1993570507743913
p30,p30_gpcc-octree-predlift_r05,4.129032258064516,0.7927874662867425,0.2013303187071908
p30,p30_gpcc-octree-predlift_r06,4.379310344827586,0.5821359660735907,0.1530648494577721
p30,p30_gpcc-octree-raht_r02,1.6440677966101696,0.8784175267694873,0.2289168541303407
p30,p30_gpcc-octree-raht_r03,3.225806451612903,0.83123217591775,0.211093446874276
p30,p30_gpcc-octree-raht_r04,4.131147540983607,0.877317256410469,0.2246913823751679
p30,p30_gpcc-octree-raht_r05,4.049180327868853,0.8574883167620992,0.2196129551265633
p30,p30_gpcc-octree-raht_r06,4.377049180327869,0.7501679467965608,0.1921269321304658
p30,p30_vpcc_r00,2.983050847457627,0.8923692597347918,0.232552695541463
p30,p30_vpcc_r01,3.564516129032258,1.0567901452181396,0.2683744456000673
p30,p30_vpcc_r02,4.0,1.031753909143192,0.2620164321317078
p30,p30_vpcc_r03,3.966666666666667,0.893805845186128,0.2308945332733593
p30,p30_vpcc_r04,3.920634920634921,0.9478729286878484,0.2387187056623269
p30,p30_vpcc_r05,3.9827586206896552,0.8806615716635956,0.2315581560767073
p32,p32_gpcc-octree-predlift_r02,1.2999999999999998,0.5567764362830022,0.1438306049188984
p32,p32_gpcc-octree-predlift_r03,2.8813559322033897,0.7610150617167338,0.1983216051194724
p32,p32_gpcc-octree-predlift_r04,4.131147540983607,0.7123134748328008,0.1824319516972532
p32,p32_gpcc-octree-predlift_r05,4.145161290322581,0.6683338501645373,0.1697250180892275
p32,p32_gpcc-octree-predlift_r06,4.306451612903226,0.6620766371539929,0.1681359835204393
p32,p32_gpcc-octree-raht_r02,1.3166666666666669,0.6950219820664346,0.1795432162681108
p32,p32_gpcc-octree-raht_r03,2.6129032258064515,0.8863633331634897,0.2250941392804882
p32,p32_gpcc-octree-raht_r04,3.733333333333333,0.6798692684790381,0.175628855279726
p32,p32_gpcc-octree-raht_r05,4.114754098360656,0.7265088461036178,0.186067555090282
p32,p32_gpcc-octree-raht_r06,4.475409836065574,0.642907263971396,0.1646561957208142
p32,p32_vpcc_r00,3.0491803278688527,0.7772635797462094,0.1990664459486441
p32,p32_vpcc_r01,3.916666666666667,0.6400954789890505,0.1653541959560436
p32,p32_vpcc_r02,4.166666666666667,0.6101001739241044,0.1576055870152277
p32,p32_vpcc_r03,4.033898305084746,0.7803975886929723,0.2033727191572519
p32,p32_vpcc_r04,4.152542372881356,0.7549511000447487,0.1967413281017506
p32,p32_vpcc_r05,4.389830508474576,0.6111103856718626,0.1592562337967701
p38,p38_geocnn_r01,2.2459016393442623,0.986062507660496,0.2525423344128325
p38,p38_geocnn_r02,3.2622950819672134,0.8852459016393447,0.2267220027052949
p38,p38_geocnn_r03,3.6166666666666663,0.8961336705846709,0.2314958743384611
p38,p38_geocnn_r04,3.725806451612903,0.8456597889624725,0.2147573745421579
p38,p38_gpcc-octree-predlift_r02,1.4745762711864407,0.5322141853595791,0.138695772025537
p38,p38_gpcc-octree-predlift_r03,2.7704918032786887,0.8177025516944213,0.2094233475626061
p38,p38_gpcc-octree-predlift_r04,4.0,0.8493005801304012,0.2175159784070728
p38,p38_gpcc-octree-predlift_r05,4.616666666666666,0.5799904213768435,0.1498274131547419
p38,p38_gpcc-octree-predlift_r06,4.655737704918033,0.5693034542355847,0.1458053847550253
p38,p38_gpcc-octree-raht_r02,1.377049180327869,0.8130883126319508,0.2082415860664309
p38,p38_gpcc-octree-raht_r03,2.721311475409836,0.7710148207413012,0.1974660644575895
p38,p38_gpcc-octree-raht_r04,4.016393442622951,0.6650971401672393,0.1703392868953541
p38,p38_gpcc-octree-raht_r05,4.4603174603174605,0.7087972559290826,0.1785082772082431
p38,p38_gpcc-octree-raht_r06,4.533333333333333,0.8459051693633011,0.2185204765952147
p38,p38_vpcc_r00,2.5517241379310347,0.7695142622214277,0.2023334608527547
p38,p38_vpcc_r01,2.9516129032258065,0.8693234179491527,0.2207668110787515
p38,p38_vpcc_r02,3.633333333333333,0.9994442900376636,0.2581838372660397
p38,p38_vpcc_r03,3.983050847457627,0.7008838348520449,0.1826513220600194
p38,p38_vpcc_r04,4.15,0.9096702699330124,0.2349927487496962
p38,p38_vpcc_r05,4.216666666666667,0.7765665171481166,0.20060840337791
p47,p47_geocnn_r01,4.098360655737705,0.8999985069711995,0.2305003203679522
p47,p47_geocnn_r02,4.5,0.5333692516640697,0.1402422955620043
p47,p47_geocnn_r03,4.305084745762712,0.7866306024320198,0.2049970513835696
p47,p47_geocnn_r04,4.580645161290323,0.636228481397291,0.1615717810603972
p47,p47_gpcc-octree-predlift_r02,1.278688524590164,0.7494511115188499,0.1919433420912784
p47,p47_gpcc-octree-predlift_r03,2.564516129032258,0.993867774387348,0.2523951554221958
p47,p47_gpcc-octree-predlift_r04,4.120689655172414,0.8320640353112866,0.2187800852834582
p47,p47_gpcc-octree-predlift_r05,4.483870967741936,0.5886544384159568,0.1494902363300252
p47,p47_gpcc-octree-predlift_r06,4.704918032786885,0.5230510207719286,0.1339595865135941
p47,p47_gpcc-octree-raht_r02,1.278688524590164,0.727248295502256,0.1862569368747647
p47,p47_gpcc-octree-raht_r03,2.1724137931034484,1.019430724075482,0.268045644672495
p47,p47_gpcc-octree-raht_r04,3.5517241379310347,0.7467726837140592,0.1963538676073128
p47,p47_gpcc-octree-raht_r05,4.3,0.8225975119502044,0.2124994702334006
p47,p47_gpcc-octree-raht_r06,4.576271186440678,0.5273338707153915,0.1374239551030966
p47,p47_vpcc_r00,1.35,0.7029698902987708,0.1815963786765784
p47,p47_vpcc_r01,1.901639344262295,0.9180327868852456,0.235119113916602
p47,p47_vpcc_r02,2.8524590163934427,0.8652880800260093,0.2216105672528054
p47,p47_vpcc_r03,3.918032786885246,0.7953776702103746,0.2037056799282819
p47,p47_vpcc_r04,4.540983606557377,0.6160096468215062,0.1577673961037471
p47,p47_vpcc_r05,4.55,0.5605057240266746,0.1447939820971244
p57,p57_geocnn_r01,3.0,1.0242950394631678,0.2623341404666572
p57,p57_geocnn_r02,3.8,1.0614455552060438,0.2742004624207227
p57,p57_geocnn_r03,4.435483870967742,0.7750331468860625,0.1968215658126599
p57,p57_geocnn_r04,4.25,0.8874119674649424,0.2292428195145031
p57,p57_gpcc-octree-predlift_r02,1.440677966101695,0.8688817368119527,0.2264318137341701
p57,p57_gpcc-octree-predlift_r03,2.6206896551724137,1.0310287163949,0.2710951812959712
p57,p57_gpcc-octree-predlift_r04,4.05,0.804673846971554,0.207869296597725
p57,p57_gpcc-octree-predlift_r05,4.377049180327869,0.8524590163934428,0.2183248914939876
p57,p57_gpcc-octree-predlift_r06,4.1803278688524586,1.0323964913989374,0.2644090186494276
p57,p57_gpcc-octree-raht_r02,1.3728813559322033,0.7568513071785123,0.1972365247775922
p57,p57_gpcc-octree-raht_r03,2.7666666666666666,0.937490740695016,0.2421795384161929
p57,p57_gpcc-octree-raht_r04,4.1,0.8103497187428813,0.2093355297518471
p57,p57_gpcc-octree-raht_r05,4.067796610169491,1.0061574291292084,0.2622060539743437
p57,p57_gpcc-octree-raht_r06,4.311475409836065,0.8206551482481198,0.2101795426521238
p57,p57_vpcc_r00,2.435483870967742,0.9266827369176271,0.2353333506115215
p57,p57_vpcc_r01,3.216666666666667,0.7977398629182881,0.2060780585784991
p57,p57_vpcc_r02,3.833333333333333,0.9339283817414604,0.2412592835170295
p57,p57_vpcc_r03,4.112903225806452,0.7207710635969141,0.1830415768662037
p57,p57_vpcc_r04,4.290322580645161,0.9049522670390666,0.2298148445650028
p57,p57_vpcc_r05,4.3559322033898304,0.6830319213427084,0.1779990880639682
p59,p59_geocnn_r01,3.0327868852459017,0.940303632767212,0.240822942390645
p59,p59_geocnn_r02,3.896551724137931,0.8239864238171396,0.2166561856115838
p59,p59_geocnn_r03,3.7377049180327866,0.8852459016393446,0.2267220027052949
p59,p59_geocnn_r04,3.8793103448275854,0.9299163144939174,0.2445090305043001
p59,p59_gpcc-octree-predlift_r02,1.3666666666666667,0.6574360974438672,0.169833752703586
p59,p59_gpcc-octree-predlift_r03,2.5245901639344264,0.9852445377912604,0.2523328426020687
p59,p59_gpcc-octree-predlift_r04,3.7377049180327866,0.7220562473949256,0.1849271916109275
p59,p59_gpcc-octree-predlift_r05,4.169491525423728,0.846779389613342,0.2206719106864589
p59,p59_gpcc-octree-predlift_r06,4.368421052631579,0.638847068632741,0.1695089436875339
p59,p59_gpcc-octree-raht_r02,1.4754098360655736,0.8219640089653557,0.2105147574467074
p59,p59_gpcc-octree-raht_r03,2.3793103448275863,0.8474624639616902,0.222828895699962
p59,p59_gpcc-octree-raht_r04,3.557377049180328,0.9838797434835188,0.2519833025497974
p59,p59_gpcc-octree-raht_r05,4.241935483870968,0.7336493816480102,0.1863120572760213
p59,p59_gpcc-octree-raht_r06,4.220338983050848,0.7606374804175214,0.1982232068970325
p59,p59_vpcc_r00,2.096774193548387,0.9282254561250424,0.2357251279325724
p59,p59_vpcc_r01,2.721311475409836,0.9773022007074674,0.2502987156250746
p59,p59_vpcc_r02,3.19672131147541,0.9550499451560336,0.2445996483557561
p59,p59_vpcc_r03,4.016949152542373,0.8923692597347919,0.232552695541463
p59,p59_vpcc_r04,4.120689655172414,0.7445800993685928,0.1957773569425863
p59,p59_vpcc_r05,4.1803278688524586,0.7789904505256869,0.1995087180911204
p61,p61_geocnn_r01,3.5166666666666666,0.8658650138573688,0.2236766511755084
p61,p61_geocnn_r02,3.4098360655737707,0.8565475723025008,0.2193720192831788
p61,p61_geocnn_r03,3.745762711864407,0.8355089860248296,0.2177348275162837
p61,p61_geocnn_r04,3.9508196721311473,0.9987899155231356,0.2558019749200872
p61,p61_gpcc-octree-predlift_r02,1.5714285714285716,0.791107034563626,0.1992377265092069
p61,p61_gpcc-octree-predlift_r03,2.85,0.9278110439811188,0.2396790076051446
p61,p61_gpcc-octree-predlift_r04,4.290322580645161,0.8306060122312084,0.2109344310725192
p61,p61_gpcc-octree-predlift_r05,4.426229508196721,0.7346018525379698,0.1881402702797059
p61,p61_gpcc-octree-predlift_r06,4.459016393442623,0.8011010965816798,0.2051715174846441
p61,p61_gpcc-octree-raht_r02,1.396551724137931,0.6933092849270034,0.1822963835077871
p61,p61_gpcc-octree-raht_r03,2.807017543859649,0.9989221645955618,0.2650497267038419
p61,p61_gpcc-octree-raht_r04,4.431034482758621,0.6462643039307349,0.1699265363353014
p61,p61_gpcc-octree-raht_r05,4.366666666666667,0.8158158833680282,0.2107475898057348
p61,p61_gpcc-octree-raht_r06,4.5,0.6454972243679028,0.1667496147540174
p61,p61_vpcc_r00,2.6333333333333333,0.9826268648655786,0.2538394356749317
p61,p61_vpcc_r01,3.5161290322580645,0.8565108417646289,0.2175130259769606
p61,p61_vpcc_r02,4.175438596491228,0.7521386354465269,0.1995692425637747
p61,p61_vpcc_r03,4.366666666666667,0.752034278178565,0.1942710540558707
p61,p61_vpcc_r04,4.1803278688524586,0.8199999344524463,0.2100117346072854
p61,p61_vpcc_r05,4.639344262295082,0.5131959292622468,0.1314355803817597
p63,p63_geocnn_r01,4.237288135593221,0.7884544643805428,0.205472352395788
p63,p63_geocnn_r02,4.6,0.6110100926607787,0.1578406439497428
p63,p63_geocnn_r03,4.590163934426229,0.6865702161105546,0.1758387970010724
p63,p63_geocnn_r04,4.688524590163935,0.5291807341498024,0.1355294790038812
p63,p63_gpcc-octree-predlift_r02,1.5483870967741935,0.8362246062461759,0.2123612867833165
p63,p63_gpcc-octree-predlift_r03,2.8983050847457625,0.9689224357936574,0.2525025618670245
p63,p63_gpcc-octree-predlift_r04,4.360655737704918,0.6536853127008816,0.1674165821723968
p63,p63_gpcc-octree-predlift_r05,4.524590163934426,0.8017717547959007,0.2053432810287365
p63,p63_gpcc-octree-predlift_r06,4.6,0.6633249580710799,0.1713550067134532
p63,p63_gpcc-octree-raht_r02,1.4,0.7999999999999994,0.2066619138972198
p63,p63_gpcc-octree-raht_r03,2.4655172413793105,0.89472625829856,0.2352562769074333
p63,p63_gpcc-octree-raht_r04,3.9661016949152543,0.636891329764608,0.1659747844157745
p63,p63_gpcc-octree-raht_r05,4.737704918032787,0.4398822250819257,0.1126590688986511
p63,p63_gpcc-octree-raht_r06,4.6440677966101696,0.5450147522309671,0.1420316179188444
p63,p63_vpcc_r00,1.8771929824561404,0.9190035686813192,0.2438444689206181
p63,p63_vpcc_r01,2.377049180327869,0.9609410419510066,0.246108428301547
p63,p63_vpcc_r02,2.901639344262295,0.8815953875245081,0.2257870626287726
p63,p63_vpcc_r03,4.131147540983607,0.7783001619979814,0.1993319269903018
p63,p63_vpcc_r04,4.677966101694915,0.5657057379077506,0.1474237181509566
p63,p63_vpcc_r05,4.639344262295082,0.8104398094628377,0.2075632729089674
p66,p66_geocnn_r01,3.2241379310344827,0.8313492035338753,0.2185921298490344
p66,p66_geocnn_r02,4.2,0.8906926143924924,0.2300903004805887
p66,p66_geocnn_r03,4.370967741935484,0.8468893930854885,0.2150696355206645
p66,p66_geocnn_r04,4.451612903225806,0.7967154216276433,0.2023278325861062
p66,p66_gpcc-octree-predlift_r02,1.3442622950819674,0.6242436972019597,0.1598762343250545
p66,p66_gpcc-octree-predlift_r03,3.1475409836065573,0.9023841930834676,0.2311113229517518
p66,p66_gpcc-octree-predlift_r04,4.237288135593221,0.6724350652500805,0.1752375323271222
p66,p66_gpcc-octree-predlift_r05,4.60655737704918,0.5805223347418289,0.148678673466983
p66,p66_gpcc-octree-predlift_r06,4.688524590163935,0.6663082437016905,0.1706494649129035
p66,p66_gpcc-octree-raht_r02,1.4193548387096775,0.661093597803845,0.1678863382698729
p66,p66_gpcc-octree-raht_r03,2.7540983606557377,0.8991022426755467,0.23027077642351
p66,p66_gpcc-octree-raht_r04,4.0344827586206895,0.6686454975746663,0.1758113712114213
p66,p66_gpcc-octree-raht_r05,4.39344262295082,0.774145505122465,0.1982678699575316
p66,p66_gpcc-octree-raht_r06,4.620689655172414,0.7387684581251222,0.194249263775565
p66,p66_vpcc_r00,1.7000000000000002,0.7810249675906658,0.2017601432547514
p66,p66_vpcc_r01,2.7,0.9882644720249064,0.2552957840316159
p66,p66_vpcc_r02,3.5,0.806225774829855,0.2082702020745086
p66,p66_vpcc_r03,4.05,0.6171169527191207,0.1594182131841921
p66,p66_vpcc_r04,4.237288135593221,0.7442202847491578,0.193944862406497
p66,p66_vpcc_r05,4.327868852459017,0.8439041099169673,0.2161338782108861
